word,weight
crazy, 7657
seats, 7654
baked, 7648
th, 7602
sometimes, 7590
decent, 7585
sausage, 7578
hope, 7568
lived, 7564
Then, 7558
charge, 7551
downtown, 7532
piece, 7503
stuffed, 7501
pleased, 7492
forget, 7481
book, 7452
crowd, 7438
plan, 7430
salads, 7417
event, 7408
met, 7405
nFor, 7374
Can't, 7372
Went, 7359
neighborhood, 7359
Arizona, 7354
mix, 7351
fair, 7349
art, 7343
Its, 7337
eye, 7314
easily, 7310
oil, 7309
modern, 7304
however, 7294
tip, 7284
shared, 7277
nSo, 7263
seriously, 7262
excited, 7252
chance, 7236
THE, 7231
future, 7208
touch, 7201
seat, 7190
low, 7183
based, 7178
tomato, 7170
color, 7161
creamy, 7142
school, 7120
reservation, 7088
son, 7071
rib, 7066
aren't, 7048
rather, 7027
fruit, 7014
attention, 7012
plates, 7010
nails, 7009
incredibly, 7007
affordable, 7002
rare, 6972
value, 6968
works, 6964
talking, 6963
Pittsburgh, 6959
non, 6955
literally, 6951
services, 6944
overall, 6942
face, 6922
thank, 6913
vibe, 6911
vegetarian, 6905
curry, 6901
number, 6901
tastes, 6899
oh, 6899
team, 6891
tuna, 6869
crowded, 6858
nights, 6833
There's, 6823
joint, 6822
seeing, 6796
mall, 6761
shops, 6756
pieces, 6755
juicy, 6742
daughter, 6731
onion, 6726
ribs, 6724
Montreal, 6713
bartender, 6704
playing, 6701
case, 6691
valley, 6691
toppings, 6690
lady, 6687
summer, 6680
spa, 6671
thinking, 6670
rich, 6651
Always, 6635
middle, 6619
expected, 6617
visited, 6612
welcoming, 6608
matter, 6604
guess, 6603
$4, 6602
Nice, 6577
satisfied, 6575
heaven, 6573
afternoon, 6545
chose, 6524
sign, 6524
center, 6495
mom, 6489
medium, 6477
per, 6474
pie, 6474
cocktails, 6473
onions, 6467
nAs, 6451
Really, 6444
stores, 6435
cup, 6425
relaxing, 6415
due, 6411
checked, 6409
surprise, 6395
section, 6388
vegan, 6387
nail, 6376
staying, 6373
turned, 6368
hungry, 6367
While, 6345
smile, 6314
fix, 6312
cocktail, 6302
using, 6297
la, 6293
patient, 6291
bed, 6282
desert, 6280
picked, 6280
please, 6270
Pizza, 6268
giving, 6258
sauces, 6255
split, 6253
To, 6241
lamb, 6237
burrito, 6231
paid, 6229
SO, 6224
option, 6224
online, 6220
nAnd, 6208
move, 6206
loves, 6196
With, 6194
showed, 6187
included, 6186
mine, 6168
dance, 6153
accommodating, 6153
finished, 6149
dark, 6143
outdoor, 6130
possible, 6129
explained, 6126
seasoned, 6124
et, 6118
AZ, 6116
Strip, 6105
topped, 6091
process, 6091
meet, 6069
bathroom, 6065
waited, 6063
dry, 6059
saying, 6032
pancakes, 6020
heart, 6013
building, 6008
noticed, 6006
filling, 6000
throughout, 5987
watching, 5985
running, 5974
environment, 5973
alone, 5964
longer, 5959
toast, 5953
classes, 5935
nThere, 5934
taco, 5923
Delicious, 5920
meats, 5916
veggies, 5890
fancy, 5888
sell, 5828
appreciate, 5803
entree, 5794
honestly, 5791
pictures, 5786
That's, 5783
upon, 5781
efficient, 5778
corner, 5767
games, 5756
roasted, 5755
fit, 5748
reservations, 5747
lounge, 5737
traditional, 5718
hidden, 5704
become, 5701
gym, 5701
phenomenal, 5689
french, 5673
filet, 5669
entrees, 5664
you've, 5661
dressing, 5646
hear, 5634
ride, 5620
baby, 5613
generous, 5604
Burger, 5600
closed, 5598
living, 5597
owned, 5594
gorgeous, 5593
Super, 5502
bucks, 5477
trust, 5475
funny, 5458
treated, 5415
typical, 5414
reasonably, 5414
pulled, 5412
movie, 5406
understand, 5370
Bellagio, 5366
word, 5358
mushrooms, 5353
issue, 5293
expectations, 5292
folks, 5290
range, 5287
goodness, 5283
moving, 5279
gives, 5271
shot, 5268
lol, 5266
combo, 5260
ladies, 5233
exceptional, 5233
original, 5220
refreshing, 5211
Valley, 5209
chain, 5207
covered, 5206
lucky, 5203
complete, 5191
guests, 5189
cozy, 5176
standard, 5175
fixed, 5167
dress, 5163
bill, 5156
slightly, 5145
welcome, 5143
nI'm, 5134
lemon, 5129
nAll, 5112
thick, 5111
Since, 5106
loud, 5099
serving, 5092
continue, 5088
heat, 5086
nGreat, 5084
strong, 5084
craving, 5083
gotten, 5082
detail, 5078
spinach, 5074
juice, 5074
air, 5051
mini, 5046
daily, 5033
Staff, 5030
willing, 5020
straight, 5016
cakes, 5006
provided, 4995
bunch, 4988
glasses, 4985
cook, 4985
slice, 4980
note, 4977
duck, 4972
changed, 4967
OMG, 4963
courteous, 4952
combination, 4949
mentioned, 4940
save, 4940
California, 4939
Madison, 4937
thanks, 4929
experiences, 4922
total, 4921
window, 4918
locations, 4912
foods, 4910
Chicago, 4898
Cheese, 4897
Although, 4895
means, 4886
gift, 4885
pass, 4883
superb, 4882
sugar, 4882
turn, 4873
sort, 4866
polite, 4861
cookies, 4861
American, 4856
Friendly, 4852
bartenders, 4848
moist, 4846
Overall, 4815
Sushi, 4813
says, 4808
texture, 4790
ok, 4787
types, 4772
pain, 4771
repair, 4765
girlfriend, 4756
Seriously, 4756
stage, 4756
finding, 4754
cafe, 4749
GREAT, 4747
establishment, 4743
frozen, 4741
experienced, 4741
classic, 4729
sample, 4725
tons, 4719
Red, 4706
milk, 4697
How, 4696
disappoint, 4692
skin, 4682
Chef, 4681
break, 4672
we're, 4669
Get, 4665
D, 4663
normally, 4657
product, 4655
yogurt, 4655
Most, 4649
Absolutely, 4649
conversation, 4648
opening, 4646
he's, 4628
known, 4626
important, 4625
various, 4624
nicely, 4613
eyes, 4605
recommendations, 4600
tickets, 4593
bike, 4581
dip, 4581
blue, 4571
market, 4568
Bar, 4558
shoes, 4557
absolute, 4554
hate, 4536
checking, 4527
bag, 4522
slow, 4520
previous, 4517
noodles, 4510
House, 4508
fill, 4507
sister, 4507
considering, 4505
Fresh, 4504
prefer, 4501
spice, 4494
complaint, 4487
WOW, 4478
buying, 4477
veggie, 4469
presentation, 4469
compared, 4463
pizzas, 4461
Cafe, 4460
story, 4460
multiple, 4459
Asian, 4455
convenient, 4453
kick, 4451
coconut, 4446
average, 4443
suggested, 4441
spectacular, 4424
flat, 4421
cheaper, 4416
Once, 4408
cleaning, 4406
particular, 4401
sized, 4396
Wynn, 4385
peppers, 4384
Salad, 4382
boy, 4374
smoked, 4374
tiny, 4369
yum, 4369
rock, 4359
Yum, 4358
setting, 4357
gluten, 4356
#, 4351
empty, 4347
visits, 4344
walls, 4341
except, 4340
theater, 4334
damn, 4332
tomatoes, 4327
Happy, 4326
wide, 4325
closer, 4322
feels, 4318
country, 4311
website, 4309
spots, 4306
smell, 4294
complimentary, 4290
pleasure, 4288
selections, 4288
venue, 4283
's, 4276
sent, 4270
imagine, 4269
private, 4269
York, 4265
normal, 4259
creative, 4255
gelato, 4253
personable, 4246
prime, 4246
fairly, 4243
kid, 4242
San, 4240
relaxed, 4240
purchased, 4239
nAfter, 4236
brand, 4236
returning, 4234
areas, 4230
banana, 4230
steaks, 4226
feet, 4222
crisp, 4222
truck, 4222
happened, 4220
le, 4218
slices, 4216
system, 4199
Came, 4197
belly, 4192
station, 4190
whenever, 4190
words, 4190
delish, 4181
regret, 4178
double, 4173
leaving, 4168
tonight, 4162
lines, 4159
impressive, 4154
provide, 4154
cash, 4145
none, 4144
delivered, 4141
mashed, 4140
vanilla, 4134
HUGE, 4126
bone, 4124
wow, 4123
cuisine, 4122
smaller, 4120
asking, 4117
ton, 4117
driving, 4115
lost, 4111
hotels, 4099
mood, 4097
strawberry, 4092
paying, 4089
apple, 4089
By, 4085
airport, 4074
drinking, 4071
Next, 4068
difficult, 4068
haircut, 4065
Big, 4063
cooking, 4060
M, 4060
cupcakes, 4055
turkey, 4052
Tempe, 4039
hummus, 4037
salt, 4032
weekends, 4031
pepper, 4030
pricing, 4029
oysters, 4021
nAlso, 4021
suggestions, 4021
Check, 4015
suite, 4015
picture, 4013
interior, 4011
dont, 4010
sense, 4009
Only, 3999
wrapped, 3999
pudding, 3997
picky, 3997
treatment, 3995
delivery, 3989
stylist, 3987
dine, 3985
Monday, 3984
kinda, 3984
Would, 3980
truffle, 3979
woman, 3975
nBut, 3971
recommendation, 3969
Beef, 3964
basically, 3963
avocado, 3960
problems, 3958
expecting, 3958
sound, 3954
bigger, 3951
design, 3934
TV, 3933
unless, 3920
personally, 3916
scallops, 3914
fat, 3901
donuts, 3900
nNow, 3897
prompt, 3881
mostly, 3879
forgot, 3877
orange, 3872
decide, 3870
discount, 3870
Perfect, 3867
pop, 3866
B, 3863
NY, 3859
wash, 3858
nIn, 3857
positive, 3855
schedule, 3849
VERY, 3848
spacious, 3844
difference, 3843
clothes, 3841
sales, 3836
legs, 3835
screen, 3834
negative, 3833
drop, 3827
explain, 3825
d, 3822
machine, 3818
bean, 3817
relax, 3812
Fantastic, 3812
City, 3809
spring, 3809
pour, 3807
smooth, 3807
AWESOME, 3802
shower, 3800
wines, 3800
somewhere, 3798
vegetables, 3793
popular, 3793
enjoying, 3792
S, 3791
treats, 3790
mushroom, 3788
tap, 3786
Do, 3784
Steak, 3784
everywhere, 3783
romantic, 3781
un, 3774
Starbucks, 3773
helping, 3765
step, 3763
gras, 3761
Of, 3761
knowledgable, 3757
sports, 3756
lights, 3750
Have, 3748
iced, 3747
Greek, 3742
Like, 3738
pleasantly, 3737
appreciated, 3737
dollars, 3731
road, 3728
support, 3727
salty, 3727
lettuce, 3715
miles, 3714
solid, 3713
They're, 3709
recent, 3709
cause, 3707
happen, 3706
heavy, 3704
deals, 3704
Mac, 3703
Was, 3701
round, 3697
similar, 3694
self, 3693
Prices, 3690
Maybe, 3688
classy, 3688
advice, 3685
wanting, 3684
min, 3678
Each, 3674
nTheir, 3673
pastries, 3673
photos, 3668
honey, 3662
bakery, 3658
sashimi, 3657
nearly, 3655
gravy, 3649
state, 3647
dentist, 3644
kinds, 3643
candy, 3641
children, 3637
Korean, 3636
consistently, 3635
parts, 3633
views, 3632
His, 3629
hip, 3623
intimate, 3621
melted, 3620
comfy, 3619
anyway, 3614
pho, 3610
bun, 3607
bottles, 3602
Lots, 3602
cookie, 3598
penny, 3592
limited, 3587
yeah, 3585
st, 3580
Never, 3579
rate, 3578
natural, 3576
request, 3575
parents, 3575
Hands, 3575
grocery, 3574
events, 3569
terrific, 3569
weather, 3569
laid, 3567
crunchy, 3563
waffles, 3562
bomb, 3561
chefs, 3552
broth, 3546
hostess, 3546
caramel, 3546
rush, 3545
chill, 3544
carry, 3543
hole, 3538
credit, 3537
sea, 3530
hold, 3530
dozen, 3514
admit, 3514
pre, 3513
alcohol, 3511
enjoyable, 3510
rocks, 3509
savory, 3506
actual, 3504
okay, 3500
studio, 3497
nOh, 3495
weird, 3492
consider, 3487
secret, 3480
frequent, 3475
lighting, 3474
yesterday, 3466
bringing, 3464
beautifully, 3464
specialty, 3464
Old, 3462
nearby, 3459
delightful, 3457
nOne, 3453
rating, 3448
Chocolate, 3443
peanut, 3443
foie, 3440
crew, 3436
resort, 3434
inviting, 3432
results, 3429
LA, 3428
notice, 3427
hooked, 3427
cars, 3426
vacation, 3426
buffets, 3425
themselves, 3422
brisket, 3421
promptly, 3419
