word,weight
meals, 2696
simply, 2691
entrees, 2680
dance, 2680
helpful, 2673
kinda, 2668
expectations, 2663
forever, 2658
flavors, 2658
move, 2643
choices, 2631
lobster, 2629
mostly, 2623
Overall, 2619
crust, 2618
thinking, 2608
appetizers, 2607
bag, 2603
black, 2599
moved, 2597
tomato, 2597
Why, 2595
nService, 2593
seafood, 2582
sides, 2581
tasting, 2576
nearly, 2575
opinion, 2570
five, 2565
rare, 2561
weeks, 2561
dollars, 2555
dark, 2555
immediately, 2553
plain, 2552
prepared, 2551
mention, 2550
mess, 2549
returning, 2543
salmon, 2540
easy, 2539
mentioned, 2538
clearly, 2536
item, 2535
turn, 2529
Yes, 2528
finish, 2525
mine, 2522
showed, 2521
mins, 2517
interesting, 2516
fairly, 2513
certainly, 2509
filled, 2507
hoping, 2504
play, 2490
please, 2486
smell, 2485
fair, 2476
option, 2474
lost, 2468
exactly, 2466
sausage, 2457
surprised, 2457
waste, 2457
yourself, 2452
mixed, 2447
takes, 2444
honestly, 2442
running, 2442
loved, 2436
beautiful, 2433
plenty, 2431
shot, 2427
ridiculous, 2427
sent, 2426
ambiance, 2423
meh, 2421
tough, 2421
added, 2415
box, 2410
entree, 2410
wall, 2410
chain, 2405
level, 2403
pass, 2399
whatever, 2390
woman, 2389
section, 2386
nThere, 2381
within, 2376
gross, 2370
rib, 2367
variety, 2366
gotten, 2366
life, 2362
airport, 2362
Phoenix, 2361
above, 2360
single, 2359
stick, 2359
choose, 2357
tasteless, 2356
pleasant, 2354
standing, 2351
Great, 2350
New, 2349
onions, 2346
How, 2345
joint, 2340
experienced, 2335
considering, 2334
nAs, 2334
sub, 2330
toppings, 2319
brunch, 2313
ribs, 2312
miss, 2311
leaving, 2311
office, 2310
eye, 2307
young, 2307
means, 2303
you'll, 2288
limited, 2286
pricey, 2286
recently, 2278
face, 2271
note, 2270
glasses, 2267
slightly, 2266
seats, 2256
unfortunately, 2255
anywhere, 2241
employee, 2239
cash, 2237
picked, 2233
positive, 2226
paper, 2221
nBut, 2221
s, 2219
located, 2214
forward, 2213
fix, 2212
NO, 2208
missing, 2208
coupon, 2205
w, 2201
bother, 2198
obviously, 2195
crispy, 2195
higher, 2195
issues, 2195
haven't, 2191
With, 2190
figured, 2189
establishment, 2186
tastes, 2184
nFor, 2183
corn, 2181
worked, 2179
month, 2179
fee, 2176
typical, 2175
guests, 2171
nOur, 2170
shopping, 2156
playing, 2155
included, 2154
thick, 2146
odd, 2146
including, 2145
window, 2143
online, 2133
cheaper, 2132
matter, 2125
anymore, 2110
salads, 2107
smoke, 2106
perfect, 2098
resort, 2097
oh, 2096
station, 2094
building, 2093
apparently, 2091
tuna, 2089
actual, 2087
alright, 2081
none, 2071
mistake, 2069
below, 2067
mouth, 2063
toast, 2062
greeted, 2060
bun, 2055
pulled, 2054
company, 2051
lacked, 2051
air, 2050
cashier, 2046
Everything, 2041
word, 2037
Was, 2034
Scottsdale, 2031
French, 2030
Ok, 2028
placed, 2028
clear, 2027
basic, 2026
flat, 2024
movie, 2024
value, 2021
cute, 2019
slice, 2017
seeing, 2014
comfortable, 2014
mall, 2013
soft, 2013
dont, 2006
appointment, 1993
boring, 1991
using, 1990
watching, 1987
anyway, 1986
happen, 1983
veggies, 1981
cannot, 1980
afternoon, 1978
somewhat, 1978
alone, 1976
chose, 1975
chairs, 1973
Once, 1965
mix, 1965
nI'm, 1964
avoid, 1957
we're, 1955
annoying, 1952
crazy, 1950
hold, 1942
normal, 1942
rate, 1941
Some, 1939
shower, 1933
covered, 1930
sometimes, 1925
returned, 1924
difficult, 1920
didnt, 1918
reading, 1917
bottom, 1915
hotels, 1915
slices, 1914
noodles, 1913
visited, 1911
nOn, 1910
Pizza, 1906
Too, 1904
bunch, 1897
center, 1895
school, 1892
th, 1892
TV, 1889
smaller, 1887
Sorry, 1885
hadn't, 1882
nAfter, 1881
pepper, 1881
nor, 1879
sell, 1875
delivery, 1875
pie, 1873
nFirst, 1869
desserts, 1866
refill, 1865
specials, 1863
stood, 1862
Meh, 1861
similar, 1856
cover, 1854
notice, 1854
flavorless, 1853
massage, 1851
Like, 1850
cocktail, 1849
hands, 1847
sour, 1844
fruit, 1843
previous, 1839
wonderful, 1839
save, 1837
hype, 1836
Since, 1835
compared, 1833
Its, 1832
burnt, 1830
sense, 1824
machine, 1823
french, 1822
lines, 1820
prefer, 1816
grab, 1816
corner, 1816
Burger, 1812
heat, 1810
prime, 1810
upon, 1809
nNow, 1808
doubt, 1807
overly, 1807
baked, 1805
stuck, 1801
yelp, 1793
sucks, 1792
chili, 1792
checking, 1792
la, 1792
reasonable, 1791
book, 1791
figure, 1788
send, 1784
soda, 1784
realized, 1783
nails, 1783
seasoned, 1782
known, 1779
usual, 1776
share, 1773
texture, 1770
conversation, 1767
ahead, 1766
likely, 1765
despite, 1765
Although, 1761
There's, 1757
date, 1753
fat, 1753
fantastic, 1752
bites, 1752
particular, 1750
mac, 1749
cleaning, 1749
crap, 1747
perhaps, 1745
nFood, 1745
menus, 1744
system, 1743
arrive, 1742
experiences, 1736
authentic, 1736
split, 1735
pre, 1732
story, 1731
hell, 1728
uncomfortable, 1726
flavorful, 1722
speak, 1720
downtown, 1719
nIn, 1718
Finally, 1716
stale, 1716
Two, 1715
drunk, 1715
broken, 1714
daughter, 1710
realize, 1710
delivered, 1710
nights, 1709
Seriously, 1709
normally, 1703
Again, 1703
world, 1702
register, 1702
break, 1700
shows, 1698
stores, 1695
park, 1693
city, 1689
nAll, 1688
pancakes, 1683
strange, 1678
tomatoes, 1678
games, 1677
nAnd, 1673
informed, 1671
general, 1670
tickets, 1666
plastic, 1665
raw, 1664
Only, 1662
turkey, 1658
Most, 1656
double, 1656
explained, 1653
chewy, 1653
sound, 1653
curry, 1652
feet, 1651
shouldn't, 1650
otherwise, 1650
third, 1646
locations, 1645
possible, 1645
Both, 1645
patrons, 1644
mushrooms, 1640
reservations, 1640
thru, 1640
dogs, 1639
ran, 1638
website, 1634
sports, 1634
nIt's, 1633
easily, 1632
original, 1632
tonight, 1630
product, 1627
vegetarian, 1627
combo, 1626
security, 1625
refills, 1623
deep, 1622
multiple, 1621
cause, 1620
booked, 1620
plan, 1617
THE, 1615
dollar, 1615
knows, 1614
older, 1613
problems, 1612
situation, 1611
kid, 1611
dropped, 1610
wash, 1609
everywhere, 1609
recommended, 1607
mom, 1607
straight, 1606
legs, 1604
complain, 1604
folks, 1604
blah, 1598
event, 1597
dip, 1596
concept, 1590
fill, 1589
walls, 1588
you'd, 1587
Nice, 1585
guest, 1582
disgusting, 1578
son, 1573
sauces, 1572
round, 1567
telling, 1564
sucked, 1563
heavy, 1562
spinach, 1561
bars, 1561
complete, 1556
true, 1555
future, 1554
presentation, 1554
drinking, 1549
ten, 1547
requested, 1546
seasoning, 1544
vegetables, 1543
color, 1542
honest, 1542
discount, 1539
veggie, 1534
luck, 1533
's, 1532
guacamole, 1530
juice, 1529
buffets, 1524
hardly, 1521
request, 1521
fault, 1519
filling, 1517
owners, 1515
annoyed, 1513
truly, 1511
re, 1510
themselves, 1509
major, 1508
booth, 1506
touch, 1505
sick, 1505
dead, 1504
rush, 1504
workers, 1500
nAlso, 1497
smoking, 1495
funny, 1494
wonder, 1493
questions, 1491
craving, 1491
incredibly, 1490
Do, 1488
sugar, 1487
nail, 1486
Strip, 1486
spending, 1486
fancy, 1486
Asian, 1482
thanks, 1481
additional, 1481
class, 1480
correct, 1479
suppose, 1478
highly, 1476
hopes, 1475
Came, 1475
cleaned, 1475
American, 1474
fell, 1471
convenient, 1470
yeah, 1470
step, 1469
alcohol, 1462
putting, 1461
purchase, 1460
pho, 1460
visiting, 1460
Cafe, 1459
brown, 1459
shame, 1459
neighborhood, 1457
tender, 1456
self, 1456
appreciate, 1456
suggest, 1455
imagine, 1453
vibe, 1453
bartenders, 1449
vegas, 1446
question, 1446
willing, 1441
particularly, 1440
certain, 1439
impression, 1436
impressive, 1435
Starbucks, 1431
gym, 1430
girlfriend, 1426
helped, 1426
nearby, 1423
agree, 1422
we'd, 1422
mashed, 1421
Another, 1420
opening, 1419
process, 1418
Which, 1416
potential, 1414
iced, 1412
confused, 1408
appeared, 1407
gravy, 1404
receive, 1401
milk, 1401
forget, 1400
answer, 1400
sales, 1397
glad, 1397
ass, 1395
unique, 1395
visits, 1393
nNot, 1393
apart, 1391
eyes, 1391
smile, 1387
steaks, 1386
VERY, 1386
strong, 1385
pour, 1384
f, 1382
lamb, 1379
treated, 1377
grocery, 1377
machines, 1374
consider, 1374
flight, 1372
throughout, 1372
ticket, 1372
recent, 1372
interior, 1371
nachos, 1371
Ordered, 1371
nA, 1371
nd, 1371
Bellagio, 1370
you've, 1370
Groupon, 1370
biggest, 1369
Red, 1368
sized, 1367
rings, 1367
apologized, 1366
difference, 1366
stated, 1364
gift, 1362
Sushi, 1362
blue, 1361
entrance, 1358
lobby, 1353
tortilla, 1351
et, 1350
cooking, 1350
By, 1347
edible, 1347
ignored, 1347
perfectly, 1346
margarita, 1345
damn, 1345
lounge, 1340
bloody, 1522
obnoxious, 1516
pastry, 1511
wines, 1511
Terrible, 10506
