word,weight
keep, 7907
offer, 7772
After, 7764
bring, 7713
shop, 7676
arrived, 7658
regular, 7640
burgers, 7586
tacos, 7571
Great, 7530
plus, 7528
ended, 7433
main, 7428
hit, 7424
name, 7408
mind, 7369
started, 7331
sat, 7330
choice, 7320
later, 7314
return, 7245
customer, 7229
week, 7223
impressed, 7214
bland, 7212
salsa, 7207
there's, 7164
rolls, 7130
between, 7115
called, 7112
real, 7090
tea, 7085
roll, 7085
portions, 7068
amount, 7062
patio, 7054
problem, 7044
family, 7042
Overall, 6993
finally, 6970
ate, 6966
portion, 6933
walked, 6926
live, 6909
trip, 6894
lots, 6889
view, 6878
variety, 6845
business, 6845
given, 6843
Mexican, 6822
wish, 6817
red, 6816
car, 6785
priced, 6769
Very, 6755
yet, 6743
wings, 6741
start, 6715
potatoes, 6712
year, 6704
days, 6698
perfect, 6653
crowd, 6639
local, 6609
care, 6593
potato, 6585
type, 6578
mean, 6550
help, 6541
remember, 6513
space, 6511
loved, 6510
looks, 6474
One, 6467
short, 6463
call, 6458
waited, 6455
street, 6415
already, 6412
quickly, 6412
sitting, 6398
cut, 6395
seen, 6380
pricey, 6362
nSo, 6345
gets, 6336
glass, 6331
appetizer, 6329
Saturday, 6325
serve, 6323
Las, 6304
nThis, 6303
wife, 6303
early, 6294
pasta, 6282
near, 6276
past, 6246
standard, 6238
packed, 6230
eggs, 6227
loud, 6215
leave, 6209
attentive, 6206
crab, 6200
drive, 6154
often, 6127
counter, 6127
rest, 6120
light, 6120
job, 6116
Their, 6111
game, 6104
weekend, 6091
others, 6081
What, 6079
set, 6060
crowded, 6051
sandwiches, 6050
easy, 6049
list, 6043
flavors, 6028
they're, 6027
buy, 6012
nThey, 5972
working, 5948
ago, 5937
bill, 5931
plenty, 5916
white, 5885
interesting, 5868
morning, 5864
empty, 5804
under, 5800
Thai, 5791
green, 5786
pick, 5784
bite, 5782
nIf, 5774
watch, 5749
cake, 5746
beans, 5727
BBQ, 5711
warm, 5707
stayed, 5694
heard, 5685
making, 5670
walking, 5623
paid, 5620
across, 5616
kitchen, 5613
beers, 5610
middle, 5608
available, 5602
option, 5581
located, 5564
run, 5499
Nothing, 5482
guys, 5471
helpful, 5457
doing, 5437
hand, 5426
needs, 5419
ordering, 5418
fairly, 5410
kept, 5405
four, 5361
kinda, 5351
extremely, 5344
grilled, 5336
charge, 5322
%, 5306
nService, 5297
customers, 5286
salty, 5284
aren't, 5276
Sunday, 5240
evening, 5239
nIt, 5239
ready, 5202
Chicken, 5196
change, 5188
$4, 5169
egg, 5169
card, 5166
along, 5161
Well, 5157
add, 5150
typical, 5135
overpriced, 5128
girl, 5127
On, 5113
behind, 5107
Friday, 5092
tip, 5091
Italian, 5090
hungry, 5079
expecting, 5076
ones, 5064
medium, 5062
bathroom, 5052
bowl, 5041
choices, 5038
dance, 5036
twice, 5021
garlic, 5019
manager, 5016
you'll, 5008
choose, 5005
reasonable, 5004
girls, 5000
comfortable, 4992
orders, 4985
cost, 4981
due, 4959
sort, 4948
sometimes, 4926
offered, 4925
paying, 4924
surprised, 4890
servers, 4883
ambiance, 4876
slightly, 4867
believe, 4860
rating, 4855
crispy, 4850
gone, 4845
understand, 4844
butter, 4838
specials, 4835
shopping, 4830
miss, 4828
mall, 4794
pieces, 4792
unless, 4782
brunch, 4781
taking, 4769
onion, 4757
dog, 4756
While, 4755
s, 4751
excited, 4741
stopped, 4699
solid, 4697
seafood, 4689
weird, 4688
mediocre, 4687
noticed, 4661
today, 4658
giving, 4656
mixed, 4652
entire, 4615
spend, 4612
feeling, 4607
based, 4606
idea, 4579
section, 4575
yummy, 4569
appetizers, 4564
head, 4542
prepared, 4540
crust, 4538
play, 4524
Nice, 4518
cute, 4515
prefer, 4508
except, 4492
beautiful, 4491
soft, 4489
Oh, 4488
cup, 4483
per, 4480
Then, 4475
bottle, 4468
plates, 4461
stand, 4459
soon, 4445
First, 4443
fantastic, 4442
together, 4437
ingredients, 4416
airport, 4414
bartender, 4413
Now, 4411
salmon, 4402
lobster, 4380
sides, 4374
flavorful, 4348
above, 4343
completely, 4341
simple, 4318
non, 4316
seat, 4299
mostly, 4292
toppings, 4292
staying, 4282
dark, 4279
perfectly, 4279
Don't, 4273
pleasant, 4258
tomato, 4257
hear, 4251
Had, 4248
alright, 4248
exactly, 4236
joint, 4225
opinion, 4224
thin, 4220
chain, 4217
Went, 4216
low, 4207
grab, 4203
certainly, 4203
burrito, 4187
saying, 4172
disappointing, 4171
w, 4165
read, 4150
yes, 4135
bed, 4129
onions, 4128
sausage, 4128
desk, 4124
Yelp, 4109
employees, 4103
filled, 4102
dressing, 4095
including, 4087
man, 4074
entree, 4071
sign, 4066
+, 4056
added, 4050
tiny, 4033
haven't, 4032
totally, 4028
eaten, 4026
goes, 4025
opened, 4024
nFor, 4019
seats, 4011
knew, 4008
salads, 4004
anyone, 4001
hope, 3997
greasy, 3993
case, 3982
lady, 3981
piece, 3979
playing, 3974
limited, 3973
Phoenix, 3965
Some, 3960
la, 3957
number, 3948
longer, 3942
rib, 3937
New, 3930
issue, 3925
hate, 3924
wall, 3923
chance, 3922
boyfriend, 3912
bucks, 3906
nAs, 3905
crazy, 3890
desserts, 3889
mix, 3889
nBut, 3887
minute, 3881
somewhere, 3879
fair, 3879
entrees, 3876
value, 3875
Yes, 3858
taco, 3858
black, 3853
lack, 3852
smaller, 3846
That's, 3844
frozen, 3843
corn, 3827
considering, 3810
level, 3809
tender, 3809
watching, 3803
nIt's, 3794
expectations, 3786
meals, 3778
salt, 3777
lacking, 3774
et, 3771
serving, 3756
absolutely, 3748
stores, 3748
unique, 3746
birthday, 3735
Even, 3716
taken, 3711
nAll, 3704
French, 3704
There's, 3696
higher, 3682
closed, 3681
recently, 3680
shot, 3677
park, 3673
owner, 3673
terrible, 3672
veggies, 3666
ribs, 3642
phone, 3636
write, 3636
means, 3629
fancy, 3626
compared, 3622
nThere, 3622
nights, 3612
somewhat, 3611
Unfortunately, 3598
lettuce, 3598
downtown, 3597
tuna, 3589
rude, 3578
checked, 3568
Its, 3562
wonderful, 3559
received, 3557
toast, 3557
center, 3544
basically, 3539
rare, 3533
usual, 3529
share, 3519
craving, 3515
curry, 3510
Strip, 3505
date, 3505
yourself, 3497
hostess, 3496
games, 3484
afternoon, 3483
sports, 3482
movie, 3481
months, 3480
tasting, 3478
five, 3469
turned, 3456
filling, 3453
convenient, 3441
within, 3441
station, 3437
oil, 3435
building, 3405
thick, 3394
noodles, 3392
item, 3381
Everything, 3380
whatever, 3371
fruit, 3368
reservation, 3362
To, 3360
With, 3360
chili, 3360
dirty, 3351
Although, 3346
chairs, 3336
split, 3333
stick, 3331
odd, 3318
vibe, 3317
attention, 3313
mine, 3307
book, 3302
NOT, 3299
included, 3295
Burger, 3292
neighborhood, 3282
talking, 3271
finish, 3262
outdoor, 3262
tastes, 3260
mentioned, 3255
basic, 3253
normal, 3243
poor, 3243
cheaper, 3243
yelp, 3240
hair, 3233
bars, 3227
horrible, 3215
literally, 3213
corner, 3210
note, 3207
baked, 3201
Scottsdale, 3195
life, 3194
french, 3193
pancakes, 3192
easily, 3186
Pretty, 3184
hotels, 3182
takes, 3179
pass, 3161
supposed, 3158
similar, 3145
turn, 3143
spent, 3136
changed, 3136
slice, 3129
city, 3125
bought, 3124
chose, 3113
cocktail, 3108
chef, 3106
immediately, 3104
pie, 3101
sized, 3099
lines, 3097
seasoned, 3097
school, 3087
world, 3082
rate, 3079
alone, 3074
move, 3071
smell, 3066
spectacular, 3064
touch, 3063
bun, 3063
nOur, 3061
le, 3060
un, 3057
mac, 3052
par, 3048
running, 3046
Asian, 3046
Both, 3033
young, 3032
bunch, 3026
barely, 3025
elsewhere, 3024
glad, 3023
texture, 3015
strong, 3013
asking, 3009
mushrooms, 3000
dip, 2998
TV, 2995
vegetarian, 2994
bag, 2993
heavy, 2986
sauces, 2985
overly, 2984
worked, 2973
shared, 2972
seeing, 2962
modern, 2957
anywhere, 2946
nicely, 2945
happened, 2940
slices, 2937
combo, 2933
older, 2932
nWhen, 2929
drinking, 2928
authentic, 2928
forgot, 2927
heat, 2927
pour, 2925
Really, 2919
cook, 2917
total, 2914
eye, 2912
says, 2906
talk, 2904
gotten, 2903
simply, 2898
Pizza, 2895
credit, 2892
please, 2884
Like, 2882
hang, 2880
thinking, 2878
plain, 2877
actual, 2875
shops, 2874
quiet, 2863
spinach, 2862
veggie, 2857
face, 2852
Since, 2844
complaint, 2838
hoping, 2835
nFood, 2831
difficult, 2828
worst, 2823
perhaps, 2819
American, 2818
prime, 2818
flat, 2815
lounge, 2811
turkey, 2806
particular, 2803
smoke, 2796
likely, 2786
honestly, 2785
cash, 2781
visited, 2776
window, 2774
moved, 2773
mouth, 2770
coupon, 2769
dogs, 2769
box, 2767
finished, 2762
mini, 2762
annoying, 2756
particularly, 2755
lost, 2745
nI'm, 2739
tough, 2739
buffets, 2728
anyway, 2717
Ok, 2713
single, 2710
matter, 2709
min, 2707
complain, 2703
interior, 2701
dollars, 2691
pepper, 2686
mention, 2685
com, 2684
shows, 2683
checking, 2676
glasses, 2674
otherwise, 2667
traditional, 2662
issues, 2661
lamb, 2660
cafe, 2656
seriously, 2656
pub, 2654
forward, 2653
resort, 2653
bigger, 2652
walls, 2647
Came, 2646
deep, 2640
tickets, 2639
nearly, 2633
creamy, 2628
shower, 2625
weeks, 2625
soda, 2611
greeted, 2610
casual, 2609
Was, 2609
vegas, 2608
dont, 2607
covered, 2605
th, 2601
missing, 2594
fix, 2592
mood, 2591
upon, 2590
stuffed, 2589
Most, 2588
f, 2585
soggy, 2577
legs, 2577
pho, 2575
machines, 2573
normally, 2573
unfortunately, 2571
general, 2570
healthy, 2564
meats, 2563
generally, 2562
month, 2555
Definitely, 2549
plan, 2543
pulled, 2541
air, 2540
appreciate, 2539
event, 2538
foods, 2537
nOn, 2534
picked, 2533
peppers, 2530
generous, 2529
summer, 2529
concept, 2528
Starbucks, 2528
nA, 2525
oh, 2524
online, 2512
fee, 2512
nearby, 2497
overcooked, 2493
tomatoes, 2492
Bellagio, 2491
you'd, 2489
cover, 2484
avoid, 2483
nNow, 2482
forever, 2478
sugar, 2475
sad, 2472
office, 2471
establishment, 2469
Other, 2469
fill, 2469
sound, 2466
pre, 2466
drunk, 2465
Bar, 2461
nIn, 2460
Cafe, 2459
rush, 2459
range, 2448
fat, 2448
break, 2448
cocktails, 2446
reading, 2444
complaints, 2444
sour, 2439
meh, 2430
charged, 2429
juice, 2426
conversation, 2421
original, 2420
true, 2416
impressive, 2415
Would, 2415
popular, 2414
paper, 2413
blue, 2411
locations, 2403
future, 2401
theater, 2400
double, 2399
suggest, 2394
fare, 2394
nachos, 2391
broth, 2391
despite, 2389
spice, 2386
d, 2385
lovely, 2384
folks, 2381
juicy, 2380
happen, 2360
larger, 2358
known, 2355
leaving, 2352
recommended, 2350
offers, 2348
hold, 2348
Charlotte, 2347
machine, 2345
pizzas, 2345
's, 2344
alcohol, 2341
gravy, 2338
presentation, 2337
gym, 2334
Once, 2334
visiting, 2333
ladies, 2333
venue, 2333
Indian, 2330
agree, 2326
entrance, 2326
funny, 2321
worse, 2319
round, 2318
opted, 2316
mom, 2316
ahead, 2315
standing, 2312
reservations, 2307
using, 2306
disappointment, 2301
rich, 2301
Why, 2300
guests, 2297
sell, 2297
Cheese, 2294
mashed, 2293
Decent, 2288
save, 2288
certain, 2284
n*, 2284
you've, 2281
Only, 2280
Red, 2280
lacked, 2280
bartenders, 2279
everywhere, 2263
lol, 2263
diner, 2258
stuck, 2243
mess, 2243
notice, 2242
obviously, 2240
stood, 2240
throughout, 2236
ride, 2232
hype, 2230
lobby, 2230
none, 2229
avocado, 2228
tap, 2228
massage, 2227
biggest, 2226
topped, 2222
strange, 2221
vegetables, 2220
points, 2218
meet, 2213
consider, 2213
admit, 2213
Still, 2211
addition, 2208
we're, 2208
system, 2204
roasted, 2197
ramen, 2195
milk, 2194
die, 2193
nHowever, 2191
apparently, 2187
straight, 2186
House, 2185
helped, 2185
dancing, 2181
honest, 2179
figured, 2178
bottom, 2173
kid, 2170
cannot, 2168
Lots, 2167
version, 2167
highly, 2165
areas, 2161
patrons, 2158
lemon, 2155
selections, 2155
Salad, 2154
guacamole, 2153
feels, 2150
major, 2149
mins, 2149
sense, 2149
works, 2148
iced, 2147
rings, 2145
damn, 2145
Wynn, 2140
cause, 2139
kick, 2138
hip, 2137
filet, 2137
willing, 2136
band, 2133
Japanese, 2129
booth, 2127
ridiculous, 2125
stage, 2125
nAlso, 2118
self, 2115
opening, 2115
outstanding, 2094
previous, 2093
dollar, 2091
figure, 2090
Plus, 2090
bean, 2089
B, 2086
reasonably, 2086
awful, 2083
truly, 2082
surprise, 2080
M, 2080
woman, 2077
recent, 2077
hands, 2077
forget, 2076
didnt, 2064
separate, 2064
class, 2063
clear, 2062
seasoning, 2061
hash, 2054
sorry, 2052
sub, 2051
refills, 2049
beat, 2048
clearly, 2045
nI've, 2043
discount, 2043
thru, 2040
products, 2039
attitude, 2038
fit, 2037
imagine, 2035
bites, 2035
company, 2029
types, 2028
Sushi, 2020
anymore, 2018
themselves, 2014
personal, 2013
wanting, 2008
pop, 2003
deals, 2000
relatively, 1997
security, 1995
crisp, 1995
How, 1994
placed, 1991
spacious, 1990
ton, 1990
yogurt, 1987
York, 1983
yeah, 1977
chewy, 1974
showed, 1974
realize, 1974
m, 1965
story, 1963
Again, 1963
duck, 1962
Buffet, 1961
lights, 1961
various, 1959
mushroom, 1959
road, 1958
pictures, 1955
Korean, 1954
nor, 1952
awhile, 1952
gift, 1950
MGM, 1950
wrap, 1949
nAfter, 1949
nOne, 1948
visits, 1947
multiple, 1946
memorable, 1946
surprisingly, 1944
les, 1942
grill, 1942
difference, 1942
spots, 1942
desert, 1940
calamari, 1938
menus, 1936
cakes, 1935
Pittsburgh, 1934
spa, 1934
scene, 1933
possible, 1933
catch, 1932
Love, 1930
doubt, 1930
satisfied, 1929
homemade, 1927
pricing, 1926
re, 1924
bathrooms, 1922
flight, 1919
pas, 1916
tortilla, 1911
layout, 1910
grocery, 1909
word, 1909
nNot, 1908
Street, 1901
boring, 1899
#, 1899
nAnd, 1899
hadn't, 1898
closer, 1896
knows, 1895
efficient, 1892
Big, 1886
cashier, 1883
management, 1881
wide, 1878
drop, 1878
est, 1876
Chinese, 1875
oz, 1873
lighting, 1870
cooking, 1870
spring, 1869
upscale, 1868
heart, 1867
baby, 1867
smoking, 1865
wise, 1863
suppose, 1863
waitresses, 1861
college, 1860
bottles, 1859
lower, 1857
que, 1854
additional, 1853
orange, 1853
sliders, 1851
played, 1851
rock, 1850
y, 1848
clothes, 1848
bright, 1843
Happy, 1843
Pho, 1840
workers, 1840
experiences, 1836
sister, 1836
margarita, 1836
feet, 1834
upstairs, 1834
moist, 1831
arrive, 1830
daughter, 1830
purchase, 1830
theme, 1829
country, 1828
hummus, 1828
hey, 1826
beds, 1826
potential, 1826
tad, 1826
realized, 1821
plastic, 1818
problems, 1818
setting, 1818
waffle, 1818
ran, 1817
environment, 1816
dine, 1816
refill, 1815
Hotel, 1815
son, 1814
Montreal, 1813
Probably, 1812
guest, 1809
treat, 1808
DJ, 1805
would've, 1803
steaks, 1802
step, 1800
ticket, 1798
vegan, 1796
booths, 1795
personally, 1795
delivery, 1794
decide, 1794
bother, 1793
ass, 1792
scallops, 1792
Which, 1790
Of, 1790
nicer, 1789
These, 1787
Next, 1783
brown, 1782
Monday, 1781
classic, 1781
questions, 1780
Too, 1779
nFirst, 1777
ham, 1777
Another, 1776
screen, 1772
hell, 1769
strawberry, 1769
clubs, 1766
cuisine, 1766
towards, 1762
b, 1757
below, 1757
des, 1756
positive, 1752
driving, 1752
website, 1751
market, 1751
court, 1749
tons, 1748
crunchy, 1747
shoes, 1747
tofu, 1745
met, 1744
combination, 1744
reminded, 1742
California, 1734
Chicago, 1732
enjoyable, 1729
complete, 1729
smoked, 1728
spending, 1724
brisket, 1721
shouldn't, 1721
weekends, 1721
wow, 1720
mayo, 1718
luck, 1717
finding, 1715
incredibly, 1714
complimentary, 1713
offerings, 1490
smoothies, 1536
discounted, 1532
luxury, 1531
apologize, 1525
OMG, 1520
Beautiful, 1504
