word,weight
ask, 17767
everyone, 17661
helpful, 17618
less, 17587
decor, 17550
size, 17490
left, 17472
seating, 17323
week, 17198
fantastic, 17194
group, 17101
three, 17049
chips, 17038
comes, 16858
might, 16820
hours, 16744
trying, 16724
bacon, 16692
extra, 16652
reason, 16589
local, 16569
reviews, 16541
gave, 16527
kids, 16403
seemed, 16369
de, 16323
variety, 16267
party, 16250
yummy, 16115
several, 16101
told, 16084
tasted, 16077
does, 16071
Their, 16060
attentive, 15971
patio, 15933
red, 15917
trip, 15912
pay, 15904
wonderful, 15809
doesn't, 15794
tacos, 15757
etc, 15751
rooms, 15747
maybe, 15743
late, 15647
keep, 15599
In, 15597
She, 15523
Service, 15469
perfectly, 15442
offer, 15415
lots, 15386
bring, 15381
pm, 15379
name, 15375
floor, 15306
waitress, 15261
As, 15232
yet, 15186
easy, 15178
tea, 15166
flavors, 15151
portions, 15123
nThis, 15120
rolls, 15021
wish, 15015
live, 14970
myself, 14963
regular, 14951
burgers, 14908
reasonable, 14885
person, 14875
expect, 14855
light, 14853
Las, 14813
let, 14731
year, 14729
expensive, 14707
view, 14663
door, 14623
plenty, 14609
real, 14607
One, 14590
seems, 14582
casino, 14490
felt, 14433
nThey, 14419
often, 14362
plus, 14351
roll, 14321
choice, 14310
However, 14306
seated, 14263
sandwiches, 14254
started, 14238
wife, 14226
fact, 14164
either, 14138
No, 14005
amount, 13935
second, 13900
green, 13842
early, 13814
waiting, 13811
potato, 13724
list, 13644
until, 13616
although, 13595
days, 13577
saw, 13521
ate, 13510
street, 13496
tell, 13460
club, 13451
weekend, 13442
needed, 13431
couldn't, 13333
brought, 13326
there's, 13284
beautiful, 13256
start, 13248
quickly, 13226
cake, 13225
potatoes, 13215
instead, 13196
Just, 13130
waiter, 13101
remember, 13101
hit, 13052
Mexican, 13027
point, 13012
between, 12971
comfortable, 12959
Thai, 12945
space, 12887
That, 12869
priced, 12849
What, 12832
pricey, 12825
surprised, 12778
however, 12733
business, 12722
disappointed, 12713
After, 12708
him, 12660
main, 12648
car, 12643
Food, 12637
warm, 12629
white, 12629
packed, 12619
salsa, 12562
seem, 12536
gets, 12517
guy, 12516
portion, 12502
return, 12479
job, 12471
cold, 12438
Saturday, 12431
nOverall, 12392
mind, 12300
beers, 12297
care, 12282
money, 12279
grilled, 12269
near, 12264
someone, 12227
appetizer, 12197
crab, 12129
bite, 12111
glass, 12092
seen, 12033
drive, 12022
serve, 12010
crispy, 12007
wings, 11985
wrong, 11973
fine, 11911
itself, 11887
walked, 11876
located, 11870
garlic, 11859
impressed, 11850
choose, 11840
Italian, 11818
ended, 11803
morning, 11803
eggs, 11798
Chicken, 11783
overall, 11778
along, 11763
flavorful, 11762
type, 11745
nIf, 11723
crowd, 11720
called, 11695
sat, 11630
watch, 11621
pick, 11618
crowded, 11564
buy, 11549
cut, 11508
you'll, 11491
past, 11480
four, 11476
Phoenix, 11434
guess, 11422
across, 11407
BBQ, 11343
available, 11337
evening, 11332
soon, 11321
help, 11319
arrived, 11283
game, 11273
set, 11247
later, 11230
ago, 11186
shopping, 11186
specials, 11184
Sunday, 11170
making, 11167
Love, 11164
egg, 11159
pasta, 11149
short, 11136
beans, 11064
customer, 11059
slow, 11046
they're, 11018
tender, 11012
won't, 10893
already, 10886
brunch, 10885
wouldn't, 10861
absolutely, 10832
looks, 10826
rather, 10743
walking, 10691
interesting, 10685
glad, 10669
stayed, 10663
Nice, 10588
Overall, 10519
butter, 10516
guys, 10507
problem, 10489
prepared, 10489
leave, 10466
extremely, 10452
call, 10434
ok, 10417
sometimes, 10357
run, 10344
unique, 10335
others, 10318
Friday, 10297
under, 10290
ambiance, 10284
choices, 10263
heard, 10215
add, 10178
cute, 10155
soft, 10128
counter, 10124
haven't, 10024
crust, 9944
ones, 9938
highly, 9887
Everything, 9882
average, 9853
finally, 9847
including, 9831
seafood, 9830
Oh, 9812
Yelp, 9790
kitchen, 9789
simple, 9754
believe, 9746
bowl, 9733
ingredients, 9708
play, 9690
owner, 9686
working, 9677
s, 9663
dog, 9656
mall, 9637
sitting, 9629
expected, 9606
rest, 9605
salmon, 9546
ordering, 9517
ready, 9502
doing, 9479
twice, 9449
today, 9399
date, 9334
kept, 9326
pleasant, 9315
option, 9298
Had, 9264
loud, 9140
salads, 9135
appetizers, 9121
onion, 9119
given, 9110
mean, 9097
tomato, 9053
knew, 8985
totally, 8967
change, 8919
solid, 8912
eaten, 8896
downtown, 8882
%, 8875
hand, 8846
weren't, 8845
nIt, 8840
anyone, 8837
aren't, 8834
filled, 8823
Definitely, 8820
added, 8769
stopped, 8768
sausage, 8752
nService, 8750
complaint, 8747
bottle, 8747
On, 8740
onions, 8733
offered, 8727
sides, 8723
dry, 8716
mix, 8700
New, 8699
share, 8688
middle, 8645
head, 8574
nSo, 8570
park, 8569
birthday, 8566
five, 8553
yes, 8530
bathroom, 8522
Yes, 8512
desserts, 8511
corn, 8508
wall, 8507
section, 8502
entire, 8499
lobster, 8487
card, 8487
w, 8481
girls, 8471
medium, 8456
et, 8409
$4, 8397
behind, 8372
Well, 8338
hungry, 8336
taking, 8323
servers, 8270
toppings, 8269
nFor, 8261
grab, 8241
plates, 8240
yourself, 8230
standard, 8219
boyfriend, 8204
girl, 8194
joint, 8187
slightly, 8181
French, 8176
Both, 8170
seats, 8164
together, 8153
recently, 8134
opened, 8111
okay, 8079
man, 8078
spend, 8061
la, 8055
outdoor, 8023
Scottsdale, 8002
First, 7986
level, 7977
tip, 7973
pieces, 7962
seat, 7941
read, 7920
Even, 7915
nights, 7914
typical, 7911
veggies, 7893
Went, 7889
cost, 7885
playing, 7880
fairly, 7862
black, 7862
feeling, 7836
There's, 7819
baked, 7818
modern, 7806
meals, 7794
fruit, 7779
lovely, 7776
dance, 7775
neighborhood, 7771
non, 7749
crazy, 7749
mouth, 7741
miss, 7737
dark, 7733
cup, 7728
shared, 7726
staying, 7721
Don't, 7711
filling, 7697
idea, 7682
authentic, 7674
+, 7660
per, 7658
curry, 7642
above, 7612
stuffed, 7606
low, 7603
afternoon, 7596
While, 7596
exactly, 7575
tuna, 7561
thin, 7555
bartender, 7552
recommended, 7516
forward, 7508
city, 7493
Strip, 7490
ribs, 7483
bed, 7480
burrito, 7464
vibe, 7451
value, 7437
stores, 7428
due, 7422
life, 7396
mixed, 7394
split, 7386
creamy, 7384
rib, 7379
center, 7378
dressing, 7362
world, 7356
watching, 7346
sign, 7320
fancy, 7309
Now, 7298
toast, 7297
nThere, 7293
entree, 7268
within, 7262
based, 7253
giving, 7237
gone, 7230
Its, 7218
needs, 7206
healthy, 7200
Really, 7198
finish, 7158
easily, 7148
nAs, 7143
kinda, 7140
goes, 7131
pie, 7122
casual, 7114
noticed, 7104
book, 7102
prefer, 7090
juicy, 7070
minute, 7069
orders, 7069
taco, 7061
customers, 7017
empty, 7011
vegetarian, 7009
sort, 7000
charge, 6994
chain, 6981
certainly, 6978
touch, 6977
games, 6974
nIt's, 6973
case, 6972
waited, 6964
entrees, 6958
tasting, 6939
seasoned, 6939
usual, 6927
number, 6891
movie, 6875
chairs, 6847
months, 6832
Some, 6826
bill, 6815
rare, 6791
piece, 6791
quiet, 6756
bucks, 6724
nAll, 6723
hair, 6703
summer, 6693
yelp, 6685
nicely, 6680
cocktail, 6679
hear, 6679
included, 6675
immediately, 6663
chance, 6652
traditional, 6614
bars, 6613
Burger, 6592
employees, 6590
building, 6587
craving, 6578
cocktails, 6562
corner, 6558
airport, 6551
salty, 6548
stand, 6542
th, 6540
chili, 6533
pancakes, 6531
rich, 6530
Maybe, 6505
french, 6482
mushrooms, 6478
tastes, 6476
combo, 6473
sauces, 6468
reservation, 6453
thick, 6445
Charlotte, 6426
chose, 6423
lounge, 6411
beat, 6411
smaller, 6411
taken, 6401
mine, 6391
mac, 6390
noodles, 6389
lamb, 6371
serving, 6370
mostly, 6367
hope, 6361
oil, 6338
shops, 6325
except, 6299
pleased, 6288
paid, 6285
treat, 6254
visiting, 6254
homemade, 6230
Then, 6222
Although, 6205
Pizza, 6183
sized, 6180
die, 6168
topped, 6156
generous, 6147
bought, 6146
hang, 6143
With, 6137
manager, 6131
slice, 6130
completely, 6123
Best, 6097
month, 6092
lady, 6083
That's, 6079
moved, 6076
school, 6051
strong, 6051
worked, 6029
sports, 6025
chef, 6024
greeted, 6009
vegas, 5981
veggie, 5962
issue, 5961
com, 5961
plan, 5960
dip, 5960
Only, 5955
heat, 5951
longer, 5950
le, 5948
spinach, 5938
mini, 5937
whatever, 5929
item, 5922
considering, 5921
Asian, 5910
anywhere, 5908
roasted, 5908
takes, 5890
addition, 5873
excited, 5854
un, 5848
visited, 5842
fair, 5836
checked, 5830
nOur, 5825
desk, 5815
limited, 5810
offers, 5807
spent, 5804
meats, 5800
surprise, 5799
mention, 5782
closed, 5761
opinion, 5731
cafe, 5535
hotels, 5516
understand, 5515
range, 5514
pass, 5513
frozen, 5513
massage, 5512
mentioned, 5510
unless, 5506
talk, 5486
outstanding, 5478
weeks, 5456
compared, 5455
paying, 5455
Bellagio, 5454
covered, 5443
Cheese, 5441
foods, 5427
Since, 5395
drinking, 5395
checking, 5392
turkey, 5384
mom, 5382
texture, 5359
Indian, 5356
pleasantly, 5350
peppers, 5346
pizzas, 5336
phone, 5335
deep, 5334
mood, 5322
kick, 5312
interior, 5304
hate, 5303
face, 5300
true, 5296
Will, 5294
shows, 5277
To, 5272
walls, 5271
bigger, 5269
saying, 5253
running, 5242
reservations, 5240
upon, 5227
prime, 5225
heavy, 5224
simply, 5208
pulled, 5203
normal, 5199
normally, 5193
cozy, 5193
products, 5192
satisfied, 5190
theater, 5188
shot, 5176
matter, 5175
talking, 5173
please, 5158
salt, 5148
sugar, 5145
affordable, 5143
helped, 5140
nI'm, 5133
tap, 5132
lines, 5125
Japanese, 5123
office, 5097
finished, 5085
Montreal, 5076
suggest, 5075
truly, 5063
blue, 5050
throughout, 5044
folks, 5027
personal, 5026
window, 5026
Cafe, 5022
attention, 5021
Plus, 5012
bun, 4999
flat, 4996
crisp, 4996
selections, 4993
class, 4990
moist, 4987
spacious, 4978
juice, 4974
basically, 4971
you've, 4969
TV, 4963
Lots, 4959
avocado, 4958
thinking, 4957
cheaper, 4945
young, 4937
nI've, 4936
bartenders, 4936
similar, 4932
smell, 4931
literally, 4930
damn, 4925
works, 4921
cook, 4918
popular, 4917
appreciate, 4915
lemon, 4913
fabulous, 4905
Came, 4900
received, 4896
future, 4891
classic, 4884
pho, 4883
single, 4881
Bar, 4865
House, 4861
broth, 4858
cash, 4855
break, 4855
Pittsburgh, 4843
lived, 4835
fill, 4823
locations, 4821
wide, 4818
d, 4817
lol, 4816
venue, 4813
pepper, 4811
online, 4808
nAnd, 4796
box, 4794
gym, 4787
pub, 4779
seriously, 4777
picked, 4775
air, 4769
bag, 4767
refreshing, 4759
nWhen, 4752
combination, 4751
Red, 4736
buffets, 4734
efficient, 4734
somewhat, 4730
OK, 4727
desert, 4721
art, 4721
total, 4720
vegan, 4708
ride, 4705
Pretty, 4701
complaints, 4701
types, 4700
cakes, 4696
hands, 4690
Happy, 4688
ahead, 4678
turn, 4675
rating, 4674
gotten, 4665
Excellent, 4662
goodness, 4654
changed, 4654
glasses, 4651
vegetables, 4651
Most, 4641
larger, 4638
heart, 4635
various, 4627
milk, 4623
opted, 4615
weekends, 4609
move, 4609
notch, 4608
somewhere, 4602
tickets, 4598
particular, 4598
Salad, 4593
shower, 4586
duck, 4578
anyway, 4576
original, 4574
Would, 4565
sell, 4561
legs, 4552
gravy, 4550
soda, 4549
professional, 4538
knowledgeable, 4532
hostess, 4522
Starbucks, 4520
Korean, 4516
reading, 4510
tons, 4509
spa, 4498
higher, 4488
incredible, 4488
save, 4479
cannot, 4474
deals, 4474
double, 4468
filet, 4466
perfection, 4464
ladies, 4461
yogurt, 4459
hummus, 4456
mashed, 4455
bean, 4451
stage, 4449
meet, 4447
Other, 4445
NOT, 4442
Big, 4442
HUGE, 4436
yum, 4430
funny, 4424
conversation, 4421
says, 4395
areas, 4389
Everyone, 4385
comfy, 4382
weather, 4382
relaxing, 4381
difficult, 4370
Like, 4368
alcohol, 4363
ton, 4361
round, 4357
delish, 4354
spring, 4333
LOVE, 4326
iced, 4319
nOne, 4316
These, 4313
sample, 4310
stick, 4308
coupon, 4304
overly, 4304
baby, 4299
smoked, 4297
environment, 4284
version, 4281
spots, 4277
ramen, 4276
's, 4267
questions, 4267
mushroom, 4267
Delicious, 4264
establishment, 4263
Yum, 4259
owners, 4258
nearby, 4257
admit, 4256
gem, 4255
daily, 4253
forgot, 4252
resort, 4245
known, 4245
fat, 4244
nGreat, 4238
living, 4236
market, 4235
fix, 4226
surprisingly, 4226
Next, 4223
straight, 4221
gift, 4217
machines, 4214
sound, 4209
entrance, 4209
nYou, 4202
impressive, 4192
generally, 4185
coconut, 4178
y, 4174
everywhere, 4169
Street, 4169
son, 4168
kid, 4167
we're, 4166
sour, 4151
Sushi, 4143
chill, 4138
enjoyable, 4133
From, 4132
Chicago, 4126
basic, 4125
D, 4109
rush, 4104
actual, 4101
bland, 4101
lobby, 4098
Every, 4097
Awesome, 4091
hip, 4090
les, 4089
daughter, 4089
Nothing, 4088
suite, 4087
Arizona, 4084
you'd, 4079
complain, 4079
apple, 4078
lack, 4075
grocery, 4072
honestly, 4069
older, 4067
Wynn, 4061
banana, 4060
presentation, 4059
Once, 4059
separate, 4052
met, 4051
#, 4045
fit, 4044
nFood, 4040
strawberry, 4038
avoid, 4036
using, 4035
pre, 4034
guacamole, 4029
smoke, 4028
opening, 4028
lost, 4027
cookies, 4021
pop, 4017
recent, 4013
York, 4008
Monday, 4004
lights, 4000
M, 4000
odd, 3998
screen, 3983
crunchy, 3982
setting, 3971
rate, 3969
lighting, 3961
calamari, 3958
tofu, 3957
negative, 3956
Old, 3956
issues, 3950
imagine, 3942
become, 3941
complimentary, 3934
general, 3930
company, 3928
bottles, 3922
pictures, 3916
catch, 3914
shoes, 3912
gives, 3908
Prices, 3905
incredibly, 3902
pita, 3901
honey, 3895
vanilla, 3893
hidden, 3891
credit, 3885
feels, 3874
knows, 3874
purchase, 3872
nachos, 3865
dipping, 3865
www, 3865
rock, 3865
Always, 3865
est, 3863
cuisine, 3861
finding, 3861
band, 3858
des, 3857
nAlso, 3855
sister, 3854
happened, 3854
orange, 3848
greens, 3847
closer, 3841
nIn, 3834
B, 3831
Can't, 3831
complete, 3829
self, 3827
machine, 3824
dancing, 3814
laid, 3812
guests, 3809
cooking, 3808
rings, 3808
otherwise, 3805
smile, 3804
plain, 3801
nNow, 3800
par, 3797
hash, 3795
overpriced, 3795
wrap, 3795
dont, 3793
dollars, 3792
ham, 3792
bright, 3788
oysters, 3788
scallops, 3787
fare, 3787
upscale, 3786
we've, 3785
Beef, 3778
dine, 3778
accommodating, 3778
belly, 3771
cover, 3770
nTheir, 3769
diner, 3757
St, 3755
Pho, 3752
Was, 3751
giant, 3746
specialty, 3732
California, 3730
clothes, 3729
Hotel, 3723
drunk, 3722
visits, 3715
write, 3714
waffles, 3709
possible, 3709
Staff, 3709
yeah, 3707
platter, 3697
lucky, 3694
Steak, 3694
nearly, 3693
previous, 3691
cause, 3688
Try, 3683
Loved, 3682
tend, 3680
certain, 3680
SO, 3676
locals, 3673
NY, 3671
snack, 3671
Super, 3665
City, 3657
bone, 3652
paper, 3650
Still, 3650
Tuesday, 3647
Of, 3641
expectations, 3640
fee, 3636
discount, 3635
carry, 3628
disappoint, 3628
asking, 3627
hold, 3625
booth, 3623
m, 3623
despite, 3622
brown, 3619
grill, 3615
bathrooms, 3611
girlfriend, 3608
How, 3606
gelato, 3603
multiple, 3603
willing, 3600
min, 3600
brisket, 3598
n*, 3594
particularly, 3593
pudding, 3593
Greek, 3590
played, 3589
downside, 3588
perhaps, 3586
oz, 3585
country, 3584
word, 3581
driving, 3579
serves, 3575
notice, 3574
thai, 3570
nOn, 3568
wrapped, 3567
AZ, 3565
scene, 3562
sliders, 3556
loves, 3556
consider, 3552
tad, 3549
points, 3548
key, 3544
hole, 3542
suggested, 3520
frequent, 3517
boy, 3516
thru, 3507
system, 3506
beds, 3504
cookie, 3496
leaving, 3495
waffle, 3495
delivery, 3475
likely, 3474
concept, 3473
bbq, 3469
Thursday, 3466
decide, 3465
valley, 3465
tour, 3461
kinds, 3460
agree, 3460
truffle, 3458
sense, 3458
mango, 3457
clubs, 3456
Fresh, 3456
pastries, 3455
Friendly, 3451
Madison, 3445
Valley, 3443
steaks, 3442
que, 3440
South, 3440
happen, 3436
groups, 3435
personally, 3426
upstairs, 3425
Get, 3423
hey, 3420
feet, 3419
provided, 3419
eyes, 3415
du, 3413
polite, 3413
gorgeous, 3409
enjoying, 3405
THE, 3399
produce, 3397
booths, 3397
peanut, 3393
honest, 3393
basil, 3388
extensive, 3386
tortilla, 3386
wood, 3385
nAfter, 3383
sliced, 3381
story, 3377
prompt, 3376
Hot, 3374
VERY, 3369
goat, 3365
Wow, 3361
candy, 3358
wanting, 3354
Venetian, 3342
wines, 3340
sun, 3336
bites, 3334
deli, 3333
AND, 3320
website, 3318
drop, 3315
dirty, 3309
color, 3309
heaven, 3307
appreciated, 3297
savory, 3294
missing, 3293
relax, 3290
sizes, 3287
Tempe, 3285
moving, 3282
owned, 3276
private, 3273
road, 3272
patrons, 3269
welcome, 3269
moment, 3265
Check, 3264
select, 3255
mayo, 3249
mustard, 3238
Chinese, 3238
major, 3237
